filename,pixel size(mm),head circumference (mm),center_x_mm,center_y_mm,semi_axes_a_mm,semi_axes_b_mm,angle_rad
000_HC.png,0.06913580414319999,44.3,28.30737734921201,26.116438228837765,7.662044908475447,6.413995215229338,1.9860192265710204
001_HC.png,0.08965852005139999,56.81,36.09784502179669,19.87385289945981,10.135146257342932,7.88210792741177,2.984745415004926
002_HC.png,0.062032562715,68.75,17.612916435831362,11.915070885530215,11.902006715751885,9.937184734578643,1.1459468986264634
003_HC.png,0.0912911675193,69.0,37.96260513245291,32.65505511297734,11.901396433957856,10.026307808363251,0.021342572975894925
004_HC.png,0.06123984005390001,59.81,20.71886123807937,17.925787785953094,10.49017921004588,8.497161433228253,0.7263873073312546
005_HC.png,0.115813952546,69.8,37.37747228681803,27.47566032586194,12.045742298849204,10.131393470829456,2.6553143522434293
006_HC.png,0.0656056482541,67.84,28.223977132494674,16.140540116705278,11.707706132450344,9.84728106839651,1.3824541123950758
008_HC.png,0.0776550861505,62.1,29.276415379473445,25.97164023778582,10.867752049810312,8.847524223014899,0.3016261629529575
009_HC.png,0.121525358863,62.31,52.432121273564825,26.399578095745344,10.848038966584802,8.947237790414977,0.9075919836935542
010_HC.png,0.0799351646787,71.91,27.91317264564535,20.01443282017333,12.359343026687036,10.494428654663343,1.561803897058135
011_HC.png,0.0554841260115,69.9,23.53432149606525,15.809425186585417,11.983217472184371,10.23424328947049,2.0455057232079024
012_HC.png,0.08346045017239999,59.4,33.97133228259655,18.071612216614273,10.11349222757122,8.774089922939481,2.6308323118164942
013_HC.png,0.06191832783780001,65.7,25.73088031377096,16.611373332844806,11.604041297333612,9.243830207934096,0.829893459942165
014_2HC.png,0.0789818540215,62.92,33.94689642329625,20.555716864876935,10.539584647615609,9.478147275207853,0.7495908972768968
014_3HC.png,0.0773076919409,60.26,34.40136141374072,19.3626560877072,10.510894690308284,8.626047850543152,0.23163642529291195
014_HC.png,0.07890624925489999,63.34,32.70581677070789,20.119056368627746,10.620055610985768,9.531044381263648,1.1498730638635126
015_HC.png,0.0604155767395,69.3,28.153059546054987,17.652746390581814,12.28529033774893,9.697514076611943,2.0657356274803615
016_HC.png,0.0603058395616,65.05,25.14140660458039,17.698963342475555,11.482420124238454,9.16002693069166,2.679305671950003
017_2HC.png,0.0910227298737,79.61,37.123251488042285,20.10766908882796,13.889856633100115,11.388418376536615,1.9774345267971498
017_HC.png,0.09107019684530003,79.32,38.729932992373534,23.611763377070176,14.147244255265862,11.006398030697834,0.8836842539556948
018_HC.png,0.0659655269824,71.59,25.05925044244368,16.20990896780828,13.29414027352334,9.318135976402935,3.0648657175830927
019_2HC.png,0.117779842445,75.75,46.29560491876856,34.57612959380345,13.137945506476651,10.930443294674394,2.1676727787350534
019_HC.png,0.118045111497,75.38,54.55124771281263,34.61754670285237,12.868806638676546,11.091315930320773,2.0818546097151485
020_HC.png,0.054483698762,68.41,21.183095142528035,17.239009414782597,12.505142003107586,9.138106616858336,0.3050800165706811
023_2HC.png,0.119170163359,67.9,57.692884384129286,36.88432205716751,11.306484728182776,10.299126259431112,2.299851921801329
023_HC.png,0.1035863099,70.0,58.322209420158785,31.376030256595026,12.241867279732867,9.990344482554633,0.21006774994046884
024_HC.png,0.105222798884,73.2,42.18369740685715,26.517333442412625,12.506901554725847,10.764590480645099,1.181053753380324
025_HC.png,0.0744776138619,70.51,39.321648134774044,23.72246101209091,12.218449398264065,10.180233849669644,0.990153839069591
026_2HC.png,0.113034092567,67.3,30.9118853202829,25.553680225989623,11.116080119358067,10.301280341300089,1.5258686660472054
026_HC.png,0.11327272789,75.2,35.108084869275665,27.523407928640342,13.259111543257461,10.607088048303382,1.8362533000351609
027_HC.png,0.0892992424113,65.75,34.802033335525735,34.52675850107725,11.261177327229,9.638607530930873,0.4817996633411785
029_HC.png,0.0618481636047,66.3,18.71003775543424,19.922296113788555,11.455437665201865,9.610260518596801,1.234911792211378
031_HC.png,0.07293964641680001,67.1,30.485918545401532,26.275238835078177,11.551852116322427,9.771762360499435,1.9983384771415091
032_2HC.png,0.0983554709191,62.48,37.928478551716324,34.06728493016201,11.009066712638583,8.818926328748281,1.7247158525248982
032_HC.png,0.0980844684676,65.37,42.04830995490817,32.21082210738302,11.049100280473638,9.742109322645652,1.9369066744863783
033_HC.png,0.0971650498585,75.9,32.37762269569106,23.385982977727707,13.301381745714238,10.793474208483213,2.912028167624962
034_HC.png,0.0908181829886,73.07,31.46101444631369,22.415680844745623,12.561664093994999,10.658686001205345,1.713461600074332
035_HC.png,0.08775584530410001,72.09,41.44370490890647,25.114920568512268,12.749843978813793,10.124967234849652,1.243099547824772
037_HC.png,0.092240974859,78.5,32.918968002988784,20.80318576654381,13.704599811731596,11.224577850611295,1.974837145785996
039_HC.png,0.0655010813161,72.8,30.18286149006654,16.420457239843213,12.837065549096506,10.268256983196066,2.5466031178609847
040_HC.png,0.07946860222589999,68.7,31.49152899554813,13.926762193976874,12.133422030513346,9.667850320652688,2.223991245518204
041_HC.png,0.08545551259639997,79.8,25.966956755845555,26.78984681729707,13.758044139801186,11.598693806934302,0.9609300403217698
043_HC.png,0.061754849222,69.94,23.143408089228462,19.205358571053623,11.812249811525495,10.432086977353617,0.693563580579919
044_HC.png,0.113636363636,69.49,55.477898337446774,45.775458595822975,12.235764590137515,9.824726798286212,2.8851974022089033
