filename,pixel size(mm),head circumference (mm),center_x_mm,center_y_mm,semi_axes_a_mm,semi_axes_b_mm,angle_rad
000_HC.png,0.06913580414319999,44.3,28.307377349212008,26.116438228837765,7.662044908475446,6.413995215229337,1.9860192265710204
001_HC.png,0.08965852005139999,56.81,36.09784502179669,19.87385289945981,10.135146257342932,7.88210792741177,2.9847454150049266
002_HC.png,0.062032562714999996,68.75,17.612916435831362,11.915070885530215,11.902006715751886,9.937184734578642,1.1459468986264634
003_HC.png,0.0912911675193,69.0,37.962605132452914,32.65505511297734,11.901396433957856,10.02630780836325,0.021342572975894925
004_HC.png,0.061239840053900006,59.81,20.718861238079374,17.925787785953094,10.490179210045879,8.497161433228255,0.7263873073312546
005_HC.png,0.11581395254599999,69.8,37.37747228681803,27.47566032586194,12.045742298849202,10.131393470829456,2.655314352243429
006_HC.png,0.0656056482541,67.84,28.22397713249467,16.140540116705278,11.707706132450346,9.84728106839651,1.3824541123950758
007_HC.png,0.10936185069700001,62.8,48.84788169140523,40.547588225159316,10.78216051067506,9.179587876914724,2.5638486838159027
008_HC.png,0.0776550861505,62.1,29.276415379473438,25.97164023778582,10.867752049810312,8.847524223014897,0.3016261629529575
009_HC.png,0.12152535886299999,62.31,52.43212127356483,26.399578095745344,10.8480389665848,8.947237790414976,0.9075919836935542
010_2HC.png,0.07992724577589999,72.87,27.973957934490752,20.529242828984057,12.470685841730095,10.690976486457135,1.6901991542685992
010_HC.png,0.0799351646787,71.91,27.91317264564535,20.014432820173326,12.359343026687036,10.494428654663345,1.561803897058135
011_HC.png,0.0554841260115,69.9,23.534321496065253,15.809425186585418,11.983217472184371,10.23424328947049,2.0455057232079024
012_HC.png,0.08346045017239999,59.4,33.97133228259655,18.071612216614273,10.113492227571221,8.774089922939481,2.630832311816494
013_HC.png,0.061918327837800005,65.7,25.730880313770957,16.611373332844803,11.604041297333612,9.243830207934097,0.829893459942165
014_2HC.png,0.0789818540215,62.92,33.94689642329625,20.555716864876935,10.539584647615609,9.478147275207851,0.7495908972768968
014_3HC.png,0.0773076919409,60.26,34.40136141374072,19.362656087707204,10.510894690308284,8.626047850543152,0.23163642529291195
014_HC.png,0.07890624925489999,63.34,32.70581677070789,20.119056368627742,10.620055610985768,9.531044381263646,1.1498730638635126
015_HC.png,0.060415576739499995,69.3,28.153059546054987,17.652746390581814,12.285290337748933,9.697514076611943,2.065735627480362
016_HC.png,0.060305839561599996,65.05,25.141406604580382,17.698963342475555,11.482420124238452,9.16002693069166,2.679305671950003
017_2HC.png,0.0910227298737,79.61,37.12325148804228,20.10766908882796,13.889856633100113,11.388418376536615,1.97743452679715
017_HC.png,0.09107019684530002,79.32,38.729932992373534,23.611763377070176,14.147244255265862,11.006398030697834,0.8836842539556948
018_HC.png,0.0659655269824,71.59,25.05925044244368,16.20990896780828,13.294140273523341,9.318135976402935,3.0648657175830927
019_2HC.png,0.117779842445,75.75,46.295604918768554,34.57612959380345,13.13794550647665,10.930443294674394,2.167672778735053
019_HC.png,0.118045111497,75.38,54.551247712812625,34.617546702852366,12.868806638676546,11.091315930320771,2.0818546097151485
020_HC.png,0.054483698761999995,68.41,21.183095142528035,17.239009414782597,12.505142003107585,9.138106616858337,0.30508001657068107
021_HC.png,0.0611258425364,69.49,24.680872174594743,15.661133672093198,12.312980010839485,9.732361587215687,3.000510862605005
022_2HC.png,0.09434756242999999,64.45,38.25620325138237,29.75987817072627,11.519716299857535,8.915091723378424,1.5398059201379715
022_HC.png,0.049414941579999996,65.8,16.916490747980607,16.514558528608788,11.898761435509973,8.941855207676577,0.09080553737232311
023_2HC.png,0.11917016335899999,67.9,57.692884384129286,36.88432205716751,11.306484728182776,10.299126259431114,2.299851921801329
023_HC.png,0.1035863099,70.0,58.322209420158785,31.376030256595023,12.241867279732869,9.990344482554633,0.21006774994046884
024_HC.png,0.10522279888399999,73.2,42.18369740685715,26.517333442412625,12.506901554725847,10.7645904806451,1.181053753380324
025_HC.png,0.0744776138619,70.51,39.32164813477405,23.722461012090907,12.218449398264063,10.180233849669643,0.990153839069591
026_2HC.png,0.11303409256699999,67.3,30.9118853202829,25.55368022598962,11.116080119358069,10.301280341300087,1.5258686660472054
026_HC.png,0.11327272789000001,75.2,35.108084869275665,27.523407928640342,13.259111543257461,10.607088048303382,1.8362533000351609
027_HC.png,0.0892992424113,65.75,34.80203333552573,34.526758501077246,11.261177327229001,9.638607530930871,0.4817996633411785
028_HC.png,0.09428571417649999,70.0,50.354498755846805,29.610741019690842,12.391714637571486,9.820173786232386,1.7894836639195164
029_HC.png,0.061848163604699996,66.3,18.710037755434236,19.922296113788555,11.455437665201863,9.6102605185968,1.234911792211378
