filename,pixel size(mm),head circumference (mm),center_x_pixel,center_y_pixel,semi_axes_a_pixel,semi_axes_b_pixel,angle_rad
000_HC.png,0.06913580414319999,44.3,409.44598388671875,377.755615234375,110.82600402832031,92.77385711669922,1.9860192265710204
001_HC.png,0.08965852005139999,56.81,402.6147766113281,221.66162109375,113.04164123535156,87.91253662109375,2.9847454150049266
002_HC.png,0.062032562714999996,68.75,283.93017578125,192.0776824951172,191.86708068847656,160.1930389404297,1.1459468986264634
003_HC.png,0.0912911675193,69.0,415.8409423828125,357.7022399902344,130.36744689941406,109.82779693603516,0.021342572975894925
004_HC.png,0.061239840053900006,59.81,338.3232421875,292.7144775390625,171.29664611816406,138.75218200683594,0.7263873073312546
005_HC.png,0.11581395254599999,69.8,322.7372131347656,237.23963928222656,104.0094223022461,87.47990417480469,2.655314352243429
006_HC.png,0.0656056482541,67.84,430.2065124511719,246.0236358642578,178.4557647705078,150.0980682373047,1.3824541123950758
007_HC.png,0.10936185069700001,62.8,446.66290283203125,370.765380859375,98.59160614013672,83.93775177001953,2.5638486838159027
008_HC.png,0.0776550861505,62.1,377.0057678222656,334.44866943359375,139.94900512695312,113.93360900878906,0.3016261629529575
009_HC.png,0.12152535886299999,62.31,431.4500427246094,217.23513793945312,89.26564025878906,73.62445068359375,0.9075919836935542
010_2HC.png,0.07992724577589999,72.87,349.9927673339844,256.84912109375,156.0254669189453,133.75885009765625,1.6901991542685992
010_HC.png,0.0799351646787,71.91,349.1976623535156,250.38333129882812,154.61709594726562,131.28675842285156,1.561803897058135
011_HC.png,0.0554841260115,69.9,424.16314697265625,284.9360046386719,215.97560119628906,184.4535369873047,2.0455057232079024
012_HC.png,0.08346045017239999,59.4,407.03509521484375,216.529052734375,121.17706298828125,105.12871551513672,2.630832311816494
013_HC.png,0.061918327837800005,65.7,415.5616149902344,268.2787780761719,187.40882873535156,149.2906951904297,0.829893459942165
014_2HC.png,0.0789818540215,62.92,429.8062744140625,260.25872802734375,133.443115234375,120.00411224365234,0.7495908972768968
014_3HC.png,0.0773076919409,60.26,444.99273681640625,250.46221923828125,135.96182250976562,111.58071899414062,0.23163642529291195
014_HC.png,0.07890624925489999,63.34,414.48956298828125,254.97418212890625,134.59080505371094,120.78947448730469,1.1498730638635126
015_HC.png,0.060415576739499995,69.3,465.9900817871094,292.18865966796875,203.34640502929688,160.5134735107422,2.065735627480362
016_HC.png,0.060305839561599996,65.05,416.89837646484375,293.4867248535156,190.4031219482422,151.8928680419922,2.679305671950003
017_2HC.png,0.0910227298737,79.61,407.845947265625,220.90821838378906,152.59767150878906,125.11620330810547,1.97743452679715
017_HC.png,0.09107019684530002,79.32,425.2756042480469,259.2699279785156,155.34439086914062,120.856201171875,0.8836842539556948
018_HC.png,0.0659655269824,71.59,379.884033203125,245.7330322265625,201.53163146972656,141.25765991210938,3.0648657175830927
